,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Protein Mass (Da) / Cell,,,,,,,,,,,,,,,,,,
Accession,UP_AC,Description,Peptide count,Peptides used for quantitation,Confidence score,Gene,nb of possible Peptides,Molecular weight (Da),LC-MS Experiment,glucose,50 mM NaCl,pH 6,42°C,anaerobic,stationary 1 day,stationary 3 days,chemostat µ=0.12,chemostat µ=0.5,galactose,acetate,glycerol,LB,glucosamine,fumarate,succinate,pyruvate,chemostat µ=0.20,chemostat µ=0.35,glucose,50 mM NaCl,pH 6,42°C,anaerobic,stationary 1 day,stationary 3 days,chemostat µ=0.12,chemostat µ=0.5,galactose,acetate,glycerol,LB,glucosamine,fumarate,succinate,pyruvate,chemostat µ=0.20,chemostat µ=0.35
sp|P77756|QUEC_ECOLI,P77756,7-cyano-7-deazaguanine synthase OS=Escherichia coli (strain K12) GN=queC PE=1 SV=1,2,2,98.87,queC,12,25479.74638,No fractionation,192.246104,151.2834974,192.2294338,189.2902521,65.47800663,5.790890274,5.509109818,20.41943323,60.38341553,37.09749498,41.71879802,98.76984397,484.1658505,132.3311135,113.4864903,80.96338322,51.48280893,33.2137704,39.01365896,4898381.973,3854665.145,4897957.219,4823067.615,1668363.002,147550.4155,140370.7209,520281.9799,1538554.113,945234.7634,1062984.393,2516630.574,12336423.08,3371763.209,2891606.989,2062926.471,1311768.915,846278.4462,994058.1355
sp|Q06065|ATOC_ECOLI,Q06065,Acetoacetate metabolism regulatory protein AtoC OS=Escherichia coli (strain K12) GN=atoC PE=3 SV=2,3,2,85.9,atoC,30,52125.18557,OGE-fractionation,7.378603948,0.511863043,0.601233072,2.96706017,0.564240225,0.032827094,0.001719899,0.362467126,1.357336526,0.433550908,1.24732962,10.0797606,4.151076426,2.456515203,0.103666467,1.770972453,1.110586877,0.054227142,1.694953501,384611.1,26680.95613,31339.38544,154658.562,29411.12643,1711.118388,89.65005695,18893.66621,70751.4183,22598.92153,65017.28789,525409.392,216375.629,128046.3108,5403.633826,92312.26776,57889.54707,2826.59982,88349.76575
sp|Q46822|IDI_ECOLI,Q46822,Isopentenyl-diphosphate Delta-isomerase OS=Escherichia coli (strain K12) GN=idi PE=1 SV=1,2,2,57.64,idi ,8,20477.22272,No fractionation,255.4927424,196.3964949,230.8668251,216.5092038,72.53182419,39.56787896,50.55202796,130.0084875,100.2222318,123.1062611,105.557245,142.1984331,106.3627659,130.5798061,108.484813,114.1740582,52.74856464,61.55515361,60.41220638,5231781.789,4021654.767,4727511.397,4433507.188,1485250.318,810240.27,1035165.135,2662212.754,2052272.963,2520874.327,2161519.216,2911828.985,2178014.047,2673911.772,2221467.678,2337967.619,1080144.106,1260478.59,1237074.205
sp|Q46829|BGLA_ECOLI,Q46829,6-phospho-beta-glucosidase BglA OS=Escherichia coli (strain K12) GN=bglA PE=3 SV=2,2,2,120.2,bglA,29,55306.84905,No fractionation,24.20872894,16.49404379,8.864666671,16.87522448,8.436969683,21.74847411,5.185797639,2.378711609,2.682752924,0.593656026,0.092209353,10.52279707,71.69302743,2.478627006,7.831858389,0.137965468,0.445960149,1.664854233,4.707370571,1338908.517,912233.5904,490276.7814,933315.4932,466622.2087,1202839.575,286810.1272,131559.0439,148374.611,32833.24424,5099.808782,581982.7489,3965115.446,137085.0497,433155.4097,7630.435302,24664.65064,92077.84178,260349.8336
sp|Q46855|YQHC_ECOLI,Q46855,Uncharacterized HTH-type transcriptional regulator yqhC OS=Escherichia coli (strain K12) GN=yqhC PE=4 SV=2,2,2,63.95,yqhC,14,35915.53164,OGE-fractionation,55.51036483,5.525633614,5.658075896,3.677862864,0.57436906,0.41091107,1.007802318,1.469597161,0.48107317,0.183652358,0.195510745,0.446040398,0.768517408,0.770519129,8.113718041,1.037377717,0.234093049,0.513247458,0.531504435,1993684.264,198456.0689,203212.8039,132092.4001,20628.77013,14758.08954,36195.75602,52781.36334,17277.99866,6595.972082,7021.872332,16019.77804,27601.71127,27673.60415,291408.497,37257.9722,8407.5763,18433.55531,19089.26434
sp|Q46919|YQCC_ECOLI,Q46919,Uncharacterized protein yqcC OS=Escherichia coli (strain K12) GN=yqcC PE=1 SV=1,2,2,117.48,yqcC,8,12760.34477,No fractionation,131.9733227,111.7230227,100.5680978,122.0674721,139.0151829,33.90468527,13.39713411,68.4846207,114.2664199,58.0916292,98.91366663,90.07512133,250.5125432,144.5917836,110.5781191,113.4764624,80.38130687,87.13417482,64.69186668,1684025.099,1425624.289,1283283.6,1557623.029,1773881.662,432635.4733,170952.0502,873887.3715,1458078.913,741269.2169,1262172.489,1149389.603,3196626.42,1845041.009,1411014.923,1447998.783,1025693.189,1111862.112,825490.5227
sp|Q46939|YQEF_ECOLI,Q46939,Probable acetyl-CoA acetyltransferase OS=Escherichia coli (strain K12) GN=yqeF PE=3 SV=2,2,2,138.73,yqeF,20,40975.11436,No fractionation,12.0028621,11.36822658,7.90606519,6.670158155,6.499964177,9.120247461,5.986215721,11.1291248,26.46528698,28.18849839,23.95710026,30.8692606,57.78437513,38.08053127,50.47011551,39.64876286,20.64985686,16.2598144,34.84082517,491818.6474,465814.384,323951.9253,273310.4932,266336.7755,373703.1827,245285.8737,456017.1615,1084418.16,1155026.945,981644.923,1264871.483,2367721.379,1560354.124,2068018.755,1624612.592,846130.2463,666247.7545,1427606.796
sp|Q47146|FADE_ECOLI,Q47146,Acyl-coenzyme A dehydrogenase OS=Escherichia coli (strain K12) GN=fadE PE=2 SV=2,2,2,88.31,fadE,45,89149.78105,OGE-fractionation,0.251490949,2.431130678,0.702076443,2.410517025,0.730924063,7.261280498,4.581953359,0.013255206,0.059135592,0.013345245,0.045168248,0.194304566,1.002170317,0.317864198,0.608718716,0.434871311,0.09941904,0.021364166,0.016482742,22420.36301,216734.7676,62589.96119,214897.065,65161.72017,647341.5665,408480.1387,1181.698736,5271.92507,1189.725679,4026.739392,17322.20948,89343.26435,28337.52366,54267.14022,38768.68212,8863.185676,1904.610739,1469.432858
sp|Q47156|YAFN_ECOLI,Q47156,Antitoxin YafN OS=Escherichia coli (strain K12) GN=yafN PE=1 SV=1,2,2,45.81,yafN,5,11208.69015,OGE-fractionation,17.50179686,3.932979331,0.086474478,1.158041932,7.647369417,1.561537607,64.58899373,3.327932391,7.741625609,2.926806244,7.578784715,5.577707001,16.0872722,12.29750624,16.89777857,7.324747939,7.698124594,5.916123687,3.238952009,196172.2181,44083.54669,969.2656349,12980.13319,85716.99426,17502.7912,723958.0178,37301.76301,86773.48271,32805.66431,84948.24958,62518.78953,180317.2495,137838.9371,189401.9642,82100.83007,86285.89331,66311.99729,36304.40948
sp|Q47537|TAUA_ECOLI,Q47537,Taurine-binding periplasmic protein OS=Escherichia coli (strain K12) GN=tauA PE=1 SV=1,2,2,86.06,tauA,18,34227.12229,No fractionation,1.282401485,0.267561651,44.1330104,0.34995178,0.475658145,0.114619485,0.122031672,0.110437706,4.542224523,0.505370583,0.501650131,1.311386385,2.348583924,3.102694851,0.585949479,0.213356298,1.479376577,0.952145997,2.882346627,43892.91245,9157.865363,1510545.944,11977.84236,16280.4095,3923.095123,4176.792963,3779.964852,155467.2742,17297.38074,17170.04038,44884.98217,80385.26916,106196.3161,20055.36448,7302.57211,50634.80301,32589.21748,98654.43048
tr|B8LFD5|B8LFD5_ECOLI,B8LFD5,Lac repressor OS=Escherichia coli (strain K12) PE=4 SV=1,2,2,61.1,#VALUE!,18,38834.1893,No fractionation,40.48736729,30.58255106,20.18245499,38.46563923,31.48147628,20.02911021,593.1150475,18.31342096,26.07718774,12.57892929,15.63987391,17.54322047,33.39512496,36.11920184,19.43502316,24.82094841,17.65984129,15.69371983,23.72819173,1572294.085,1187648.577,783769.2776,1493781.916,1222557.609,777814.2574,23033142.03,711186.8564,1012686.445,488492.5213,607361.824,681276.7446,1296872.605,1402659.921,754743.3684,963901.4091,685805.6198,609452.8869,921465.0894
sp|P03023|LACI_ECOLI,P03023,Lactose operon repressor OS=Escherichia coli (strain K12) GN=lacI PE=1 SV=3,5,1,223.51,lacI,18,38548.06158,OGE-fractionation,22.78827873,20.45693781,12.5240903,6.469152436,9.633653944,1.43474395,1.37916249,3.193156519,9.723905419,9.082809172,8.766262896,10.38897571,4.675577679,17.54018382,28.28477114,14.2424866,13.35915599,6.753390881,23.658602,878443.9718,788575.2985,482779.4043,249373.2865,371358.6855,55306.59814,53164.0406,123089.9941,374837.7049,350124.6873,337922.442,400474.8755,180234.4563,676140.0858,1090323.1,549020.2507,514969.5679,260330.1275,911993.2467
sp|P05050|ALKB_ECOLI,P05050,Alpha-ketoglutarate-dependent dioxygenase AlkB OS=Escherichia coli (strain K12) GN=alkB PE=1 SV=1,1,1,73.18,alkB,13,24042.146,OGE-fractionation,13.48255794,6.296221769,6.853041829,4.964162943,1.17283127,13.93433737,0.472191161,2.969211938,3.453562324,1.734335998,2.103764557,4.500434724,5.090785748,6.017912318,0.487596841,3.625523804,4.913883426,1.485010903,10.0595955,324149.6265,151374.683,164761.8322,119349.1302,28197.38064,335011.3735,11352.48883,71386.22691,83031.04961,41697.15928,50579.01462,108200.1087,122393.4142,144683.5266,11722.87444,87165.37263,118140.3028,35702.84894,241854.2636
sp|P05827|ILVY_ECOLI,P05827,HTH-type transcriptional regulator ilvY OS=Escherichia coli (strain K12) GN=ilvY PE=4 SV=1,1,1,86,ilvY,16,33165.28966,OGE-fractionation,7.742791244,below LOQ,18.54678993,25.99225875,6.505121717,0.541096044,0.13740517,0.084693034,4.026937496,6.003717571,1.592216265,4.082365902,42.34828724,6.247460338,8.65463965,1.070734312,0.017116868,1.307201463,0.151607528,256791.9144,below LOQ,615109.6603,862040.7905,215744.246,17945.60704,4557.082254,2808.869019,133554.5485,199115.0323,52806.31364,135392.8476,1404493.213,207198.8318,287033.6309,35511.21362,567.6858704,43353.71518,5028.107583
sp|P07026|SDIA_ECOLI,P07026,Regulatory protein SdiA OS=Escherichia coli (strain K12) GN=sdiA PE=1 SV=2,1,1,110.92,sdiA,13,28081.09068,OGE-fractionation,7.82972979,10.03538374,0.669450722,2.69942918,0.55515922,1.192455675,0.220113206,0.321291826,6.492681475,0.977386063,7.622388236,6.719373406,111.5587191,6.22782595,0.640949291,9.381489532,1.269830672,0.919692068,0.026327613,219867.3522,281804.5209,18798.90644,75802.91558,15589.4764,33485.45594,6181.018893,9022.224906,182321.5772,27446.06668,214044.9753,188687.3339,3132690.506,174884.1452,17998.55517,263442.4583,35658.23025,25825.95636,739.3080888
sp|P08365|CHPS_ECOLI,P08365,Antitoxin ChpS OS=Escherichia coli (strain K12) GN=chpS PE=1 SV=1,1,1,63.4,chpS,4,9247.64529,OGE-fractionation,8.514952709,12.38572874,7.383074037,19.92014816,3.314598266,1.340311958,2.370693711,0.195289954,0.590538279,0.271106532,1.435937601,1.522364892,0.722879936,1.77333411,54.47846907,0.6863642,0.891637465,1.008447125,0.415587315,78743.26231,114538.8261,68276.04984,184214.4643,30652.22905,12394.72956,21923.33453,1805.972221,5461.088534,2507.097044,13279.0416,14078.29052,6684.937237,16399.16483,503797.5579,6347.252664,8245.547002,9325.761304,3843.204078
sp|P09126|HEM4_ECOLI,P09126,Uroporphyrinogen-III synthase OS=Escherichia coli (strain K12) GN=hemD PE=3 SV=1,1,1,64.86,hemD,13,27762.46373,OGE-fractionation,0.071868379,below LOQ,1.158783326,0.259338513,1.416884279,0.101499758,0.036902871,below LOQ,0.187035435,0.060604434,0.07263988,0.013339515,below LOQ,0.813202416,15.03893309,0.864176011,0.038167931,below LOQ,below LOQ,1995.243262,below LOQ,32170.68005,7199.876064,39336.19841,2817.88335,1024.51462,below LOQ,5192.564494,1682.528414,2016.662042,370.3378129,below LOQ,22576.50259,417517.8344,23991.65516,1059.6358,below LOQ,below LOQ
sp|P0A752|NADD_ECOLI,P0A752,Nicotinate-nucleotide adenylyltransferase OS=Escherichia coli (strain K12) GN=nadD PE=1 SV=1,1,1,126.76,nadD,7,24494.56589,OGE-fractionation,13.3618842,1.210911839,0.792304737,4.476912306,1.375559441,2.039668565,0.315875514,13.26504828,4.141757876,0.527324651,14.01623861,1.734717297,8.569909276,6.260809177,4.164818973,15.3143366,30.23133305,0.93851971,21.5715817,327293.5531,29660.75983,19407.16059,109660.0235,33693.73135,49960.79607,7737.233583,324921.5992,101450.5612,12916.58842,343321.6803,42491.14714,209916.2074,153355.8029,102015.4327,375118.027,740503.3794,22988.63287,528386.5293
sp|P0A7Q6|RL36_ECOLI,P0A7Q6,50S ribosomal protein L36 OS=Escherichia coli (strain K12) GN=rpmJ PE=1 SV=1,1,1,47.42,rpmJ,1,4343.43911,OGE-fractionation,2163.207597,316.3822429,4.278235497,427.8871002,8.371350405,23.32549071,67.14141975,803.980936,1215.115345,1793.017379,2910.374093,404.2867322,960.4309994,2503.367744,115.8187155,2404.373394,2236.924082,102.512638,3190.396717,9395760.478,1374187.007,18582.25538,1858501.566,36360.45075,101312.8486,291624.6685,3492042.241,5277779.514,7787861.81,12641032.66,1755994.804,4171573.565,10873225.36,503051.5385,10443249.44,9715943.543,445257.4011,13857293.88
sp|P0A832|SSRP_ECOLI,P0A832,SsrA-binding protein OS=Escherichia coli (strain K12) GN=smpB PE=1 SV=2,1,1,50.87,smpB,8,18239.66906,OGE-fractionation,19.07976002,120.7653673,17.63059368,10.0433311,21.44573405,11.60975883,10.94990442,16.70225914,20.48014438,11.88693893,9.819175724,15.60098038,37.52558738,18.79169426,6.681002405,9.326559514,13.52428909,17.69938222,44.08329775,348008.5085,2202720.334,321576.1941,183187.0356,391163.0917,211758.159,199722.6328,304643.6793,373551.0558,216813.8322,179098.5156,284556.7192,684454.2951,342754.2844,121859.2729,170113.359,246678.5572,322830.8742,804064.7621
sp|P0A898|RRMF_ECOLI,P0A898,Probable rRNA maturation factor YbeY OS=Escherichia coli (strain K12) GN=ybeY PE=1 SV=1,1,1,135.99,ybeY,2,17496.46109,OGE-fractionation,222.7389829,233.9210287,380.934315,327.1067373,471.7929484,104.7932582,206.0800517,518.8030905,92.30041139,474.8111777,580.3456092,309.0499516,2281.403928,1069.471917,991.2376696,702.2834081,738.3554939,63.9327017,1000.685799,3897143.948,4092790.177,6665002.42,5723210.301,8254706.964,1833511.165,3605671.607,9077218.087,1614930.557,8307515.295,10153994.37,5407280.452,39916495.06,18711973.79,17343151.32,12287474.32,12918608.17,1118596.028,17508460.15
sp|P0A8I1|RUVX_ECOLI,P0A8I1,Putative Holliday junction resolvase OS=Escherichia coli (strain K12) GN=yqgF PE=1 SV=1,2,1,74.8,yqgF,8,15158.94146,OGE-fractionation,31.38399116,1.178187864,1.877200678,8.216261007,3.440338121,1.355532141,2.972612255,0.132024712,6.261314241,1.564285166,0.781167199,2.980674167,16.61593938,0.302282578,0.738760949,1.12667178,0.967618453,0.015391085,0.56268291,475748.0848,17860.08085,28456.37519,124549.8196,52151.88418,20548.43237,45061.65516,2001.354881,94914.89605,23712.90726,11841.66784,45183.86522,251880.0524,4582.283905,11198.83397,17079.15156,14668.07148,233.312559,8529.677297
sp|P0A978|CSPG_ECOLI,P0A978,Cold shock-like protein CspG OS=Escherichia coli (strain K12) GN=cspG PE=1 SV=1,5,1,107.81,cspG,6,7757.84628,OGE-fractionation,45.68958031,95.39679917,30.02181693,17.81734871,69.41076873,16.08640964,24.88188912,7.612988807,35.16587725,18.95434332,29.2199372,25.60673395,104.9580867,49.2234584,47.99594118,23.00504256,2.686989404,16.91314486,0.766239893,354452.7407,740073.7036,232904.6408,138224.2524,538478.074,124795.8932,193029.871,59060.3969,272811.47,147044.8818,226683.7811,198653.1057,814248.7027,381868.0236,372345.1338,178469.5838,20845.25075,131209.5779,5944.371306
sp|P0A9H9|CHEZ_ECOLI,P0A9H9,Protein phosphatase CheZ OS=Escherichia coli (strain K12) GN=cheZ PE=1 SV=1,1,1,55.96,cheZ,11,23942.97338,OGE-fractionation,1.734835556,1.131357551,2.320323239,0.4839749,1.01741636,0.029780113,0.403653207,0.239039097,0.492255211,0.104909486,0.208632686,0.439579074,0.063641176,0.832218898,29.0212399,1.846524109,below LOQ,1.341434912,0.988240736,41537.12154,27088.06372,55555.43755,11587.79814,24359.97282,713.0244545,9664.657981,5723.30673,11786.0534,2511.845026,4995.286837,10524.83007,1523.758974,19925.79493,694854.7743,44211.27758,below LOQ,32117.94039,23661.42164
sp|P0A9I8|NIRD_ECOLI,P0A9I8,Nitrite reductase [NAD(P)H] small subunit OS=Escherichia coli (strain K12) GN=nirD PE=1 SV=1,1,1,86.61,nirD,3,12258.15819,OGE-fractionation,12.89451762,0.027525437,2.430545469,6.743801191,238.849412,0.64584066,6.068119601,1.598303038,13.69849367,0.604871462,6.335508885,6.014726677,1.307025185,15.86089254,15.1334507,8.193874886,11.14115779,3.607760896,0.909838157,158063.0367,337.4111602,29794.01085,82666.5818,2927853.875,7916.816973,74383.96999,19592.25148,167918.3024,7414.610068,77661.67013,73729.47108,16021.72148,194425.3298,185508.2327,100441.8145,136570.0746,44224.50378,11152.94006
sp|P0AAD6|SDAC_ECOLI,P0AAD6,Serine transporter OS=Escherichia coli (strain K12) GN=sdaC PE=1 SV=1,1,1,71.06,sdaC,11,46856.86755,OGE-fractionation,2.953146337,0.144224646,0.209858242,0.026739827,0.869949178,0.176971201,0.571535645,0.203913714,0.589523402,0.216923137,below LOQ,0.239583856,18.84132046,0.943491657,0.258946164,0.586512626,0.43189315,0.101896556,0.532455724,138375.1867,6757.915116,9833.299861,1252.94454,40763.09341,8292.316127,26780.37004,9554.757867,27623.21996,10164.33869,below LOQ,11226.14901,882845.2573,44209.06359,12133.40612,27482.14442,20237.16013,4774.553445,24949.20736
sp|P0AAR8|YBAV_ECOLI,P0AAR8,Uncharacterized protein ybaV OS=Escherichia coli (strain K12) GN=ybaV PE=4 SV=1,1,1,66.47,ybaV,10,12677.66981,OGE-fractionation,41.07061579,19.29006246,12.40755027,24.92649627,21.56562587,15.96399221,14.39946912,15.85855859,17.38038212,7.97030405,10.10086587,14.22749548,20.4232664,23.45216373,36.65518658,37.34254023,0.649189566,32.67086965,3.771586014,520679.7059,244553.0425,157298.8254,316009.8892,273401.8841,202386.2221,182551.7149,201049.5694,220342.7457,101044.883,128055.4423,180371.49,258919.4279,297318.788,464702.3523,473416.3949,8230.21096,414190.4978,47814.92215
sp|P0AB10|YMBA_ECOLI,P0AB10,Uncharacterized lipoprotein ymbA OS=Escherichia coli (strain K12) GN=ymbA PE=4 SV=2,1,1,95.71,ymbA,8,20603.63296,OGE-fractionation,3.938108956,below LOQ,below LOQ,0.554050045,0.015122015,38.70143051,0.178919175,0.077523206,1.151432682,0.703531301,0.146152578,6.972136255,0.221707596,0.653988306,0.36464247,1.129738742,2.518282898,below LOQ,0.473514355,81139.35148,below LOQ,below LOQ,11415.44377,311.5684514,797390.0692,3686.385021,1597.259677,23723.69636,14495.3007,3011.274068,143651.3363,4567.98193,13474.53503,7512.959622,23276.72239,51885.77653,below LOQ,9756.115967
sp|P0AB20|HSPQ_ECOLI,P0AB20,Heat shock protein hspQ OS=Escherichia coli (strain K12) GN=hspQ PE=1 SV=2,1,1,67.23,hspQ,3,11753.87245,OGE-fractionation,14.97080552,0.027730607,2.133560101,30.1531268,41.91185273,61.93574375,23.52857847,1.826218245,3.461624386,6.28360963,9.802800865,0.042460654,5.363460879,118.5205094,0.33438454,2.948072345,13.94096376,below LOQ,0.306241131,175964.9386,325.9420224,25077.59329,354416.0063,492626.5712,727984.8322,276551.9102,21465.13632,40687.4915,73856.74612,115220.871,499.0771101,63041.43507,1393074.95,3930.313235,34651.26632,163860.3098,below LOQ,3599.519197
sp|P0AB35|YCFJ_ECOLI,P0AB35,Uncharacterized protein ycfJ OS=Escherichia coli (strain K12) GN=ycfJ PE=4 SV=1,1,1,53.9,ycfJ,9,18890.71457,OGE-fractionation,51.77075729,22.42218341,20.60536788,26.4425622,20.13621634,8.951950664,5.065685997,1.448115512,1.508132717,2.654689272,0.964237088,6.735609186,6.858326073,10.78650503,0.768183894,2.836059092,14.30545974,1.586709189,5.510401059,977986.599,423571.0669,389250.1232,499518.895,380387.5154,169108.7448,95694.42827,27355.93681,28489.70469,50148.97731,18215.12761,127240.4706,129558.6803,203764.7877,14511.54269,53575.18282,270240.3568,29974.07039,104095.4136
sp|P0AB58|YCIM_ECOLI,P0AB58,Uncharacterized protein yciM OS=Escherichia coli (strain K12) GN=yciM PE=4 SV=1,1,1,134.41,yciM,23,44484.45942,OGE-fractionation,13.57976604,8.713684258,8.380291384,4.89236196,1.394038194,1.334132985,3.545087785,6.89074498,12.81342485,3.503391315,7.82653937,14.61431982,17.90316575,15.44875985,4.021361093,11.35645684,13.87397695,4.512475911,11.43264267,604088.5512,387623.5338,372792.732,217634.0771,62013.03547,59348.18461,157701.3137,306531.0654,569998.2777,155846.4688,348159.373,650110.1172,796412.6503,687229.7305,178888.0743,505185.8435,617176.3647,200735.0515,508574.929
sp|P0AC00|FRLB_ECOLI,P0AC00,Fructoselysine 6-phosphate deglycase OS=Escherichia coli (strain K12) GN=frlB PE=4 SV=1,1,1,86.8,frlB,16,38526.41732,OGE-fractionation,0.830004485,below LOQ,17.45611573,0.443679073,below LOQ,1.369477312,1.535480207,2.842041349,7.075171661,0.106537291,0.980794346,1.754564818,10.23358349,0.562187566,0.106474216,0.066326855,0.228380896,below LOQ,0.312214223,31977.09915,below LOQ,672521.5992,17093.36512,below LOQ,52761.05443,59156.55126,109493.6711,272581.016,4104.500144,37786.4923,67597.0964,394263.3084,21659.07277,4102.070084,2555.336079,8798.697713,below LOQ,12028.49546
sp|P0ACM9|YIHL_ECOLI,P0ACM9,Uncharacterized HTH-type transcriptional regulator yihL OS=Escherichia coli (strain K12) GN=yihL PE=4 SV=1,1,1,56.84,yihL,16,26903.96131,OGE-fractionation,5.880979214,below LOQ,0.028325495,0.795020082,0.065171587,2.410578427,0.225988285,0.035769324,0.103603279,0.048135719,0.270541893,0.077073988,2.061315343,0.722012168,2.634818823,0.249527707,0.592123885,0.030618053,4.747066381,158221.6372,below LOQ,762.0680221,21389.18953,1753.373848,64854.10874,6079.980068,962.3365067,2787.338613,1295.041527,7278.648633,2073.595603,55457.54824,19424.98742,70887.06367,6713.283779,15930.47808,823.7469044,127714.8903
sp|P0ACS2|SOXR_ECOLI,P0ACS2,Redox-sensitive transcriptional activator soxR OS=Escherichia coli (strain K12) GN=soxR PE=1 SV=1,1,1,56.02,soxR,10,17121.0724,OGE-fractionation,19.55742069,41.35938953,29.04011067,25.46114398,15.97862263,0.608795495,2.33545574,6.12812098,10.03102803,4.77619188,7.3750167,15.789827,58.91420231,12.26178316,20.65829078,6.950726032,8.445134894,0.56249169,15.71898877,334844.0156,708117.1026,497197.8373,435922.0894,273571.1549,10423.23174,39985.50681,104920.003,171741.9572,81773.52697,126268.1949,270338.7712,1008674.323,209934.8773,353692.0922,119003.8836,144589.7659,9630.460946,269125.9448
sp|P0ACV0|HTRB_ECOLI,P0ACV0,Lipid A biosynthesis lauroyl acyltransferase OS=Escherichia coli (strain K12) GN=htrB PE=1 SV=1,1,1,100.82,htrB,14,35365.35059,OGE-fractionation,0.351246712,0.087826252,0.160013112,0.809739749,0.029155262,0.130092733,0.083632806,0.051620079,0.214710869,0.16214004,0.105984935,1.124831447,11.83060271,0.419024843,1.170971732,0.512768203,0.253574245,below LOQ,0.194614984,12421.96313,3106.006204,5658.9198,28636.7301,1031.08607,4600.775103,2957.703521,1825.562178,7593.325147,5734.139369,3748.194392,39780.05847,418393.4125,14818.96049,41411.82583,18134.22726,8967.74209,below LOQ,6882.62715
sp|P0ADB7|ECNB_ECOLI,P0ADB7,Entericidin B OS=Escherichia coli (strain K12) GN=ecnB PE=3 SV=1,1,1,101.73,ecnB,2,4788.51531,OGE-fractionation,4.630964126,0.619531345,34.90159337,0.450614354,0.588509702,4.620544073,1.518416534,31.89935371,0.842588883,3.051842973,1.198690278,1.804082062,4.125195095,4.20738457,7.85542374,47.32381719,246.8431478,119.1762597,123.7929918,22175.44262,2966.635332,167126.8142,2157.773733,2818.087717,22125.54603,7270.960818,152750.5436,4034.749767,14613.7968,5739.946748,8638.874574,19753.55987,20147.12543,37615.81684,226610.8232,1182012.193,570677.3441,592784.6364
sp|P0ADM4|YIDQ_ECOLI,P0ADM4,Uncharacterized protein yidQ OS=Escherichia coli (strain K12) GN=yidQ PE=4 SV=1,1,1,55.51,yidQ,5,11799.78067,OGE-fractionation,4.383976448,6.685352679,5.371205115,13.72402759,2.665500957,0.192889074,5.058598404,32.45715949,11.8094743,20.89350287,10.84611701,22.39128307,9.684069753,63.5593079,14.13315618,46.50419972,16.32836118,1.543741332,75.96626418,51729.96055,78885.69532,63379.04229,161940.5154,31452.32667,2276.048772,59690.35167,382987.3631,139349.2066,246538.7513,127981.8018,264212.2292,114269.8991,749985.8928,166768.1431,548739.3569,192671.0807,18215.80913,896385.2556
sp|P0ADN6|YIFL_ECOLI,P0ADN6,Uncharacterized lipoprotein yifL OS=Escherichia coli (strain K12) GN=yifL PE=4 SV=1,1,1,51.46,yifL,4,7154.68883,OGE-fractionation,78.48897874,80.80616612,129.8473091,294.771071,121.5264439,4.357886973,39.13354847,78.76066724,83.44940248,20.44183344,20.69219065,125.8170528,224.4841596,104.7325739,173.792652,76.01206921,123.0934898,107.7283077,185.5973767,561564.2194,578142.9741,929017.0917,2108995.289,869483.8905,31179.32525,279988.3621,563508.0661,597054.5078,146254.9574,148046.1853,900181.8623,1606114.309,749328.9763,1243432.346,543842.7025,880695.6165,770762.5196,1327891.478
sp|P0ADW3|YHCB_ECOLI,P0ADW3,Putative cytochrome d ubiquinol oxidase subunit 3 OS=Escherichia coli (strain K12) GN=yhcB PE=1 SV=2,1,1,82.66,yhcB,9,14933.50295,OGE-fractionation,23.39454062,31.22604806,8.471271801,19.95786072,13.97793463,2.532151502,23.06695819,2.059138384,3.146431493,2.728617211,1.520857692,8.370883439,32.06815853,5.03321285,12.6120977,5.397960468,below LOQ,3.023631908,1.380842158,349362.4414,466314.2809,126505.7624,298040.772,208739.528,37813.89193,344470.4882,30750.14913,46987.24399,40747.81317,22711.73283,125006.6125,478889.94,75163.49895,188342.7983,80610.45857,below LOQ,45153.41602,20620.81043
sp|P0ADZ7|YAJC_ECOLI,P0ADZ7,UPF0092 membrane protein yajC OS=Escherichia coli (strain K12) GN=yajC PE=1 SV=1,2,1,94.43,yajC,4,11861.4007,OGE-fractionation,12.0383467,0.557467037,40.11836013,16.67167842,28.33406933,4.45695258,8.573452951,2.017507158,8.342002966,6.4827079,2.681996184,70.71060336,70.8488232,18.61528893,8.264249112,21.0595649,3.949438313,477.2215334,26.36360765,142791.6539,6612.339906,475859.9449,197749.4581,336081.7498,52865.70046,101693.1608,23930.46082,98947.83982,76893.99602,31812.23141,838726.8002,840366.2811,220803.4011,98025.5702,249795.9378,46845.87037,5660515.83,312709.3142
sp|P0AE76|COBU_ECOLI,P0AE76,Bifunctional adenosylcobalamin biosynthesis protein CobU OS=Escherichia coli (strain K12) GN=cobU PE=2 SV=1,1,1,147.86,cobU,7,20133.21108,OGE-fractionation,29.8895207,7.303603836,0.757189083,6.277535178,1.130507388,0.59013385,0.483567556,12.56351019,33.12775634,8.849421965,23.63720462,27.64948343,19.54456427,24.1044241,19.56528794,23.23947204,24.27863301,2.638146469,27.6683307,601772.0293,147044.9977,15244.64763,126386.9408,22760.74386,11881.28937,9735.767686,252943.8025,666968.1109,178167.2804,475892.83,556672.8861,393494.838,485299.4585,393912.0719,467885.196,488806.843,53114.35973,557052.3421
